lon,lat,id
-73.7738569997,40.7301239996,10439
-73.7738569997,40.7301239996,10440
-73.7758610004,40.7268110003,10441
-73.7738410001,40.729869,10442
-73.9823840006,40.772005000300005,10443
-74.0129239997,40.612990000399996,10444
-73.8844789999,40.730822000100005,10445
-73.8842000005,40.7304889997,10446
-73.8837509996,40.7288380002,10447
-73.9881089996,40.7714420004,10448
-73.9881089996,40.7714420004,10449
-73.9881089996,40.7714420004,10450
-73.9881089996,40.7714420004,10451
-73.9881089996,40.7714420004,10452
-73.9881089996,40.7714420004,10453
-74.1390869998,40.5920499999,10454
-73.8754800001,40.8784449997,10483
-74.13857300020001,40.591904000300005,10455
-74.1380559998,40.5920230001,10456
-74.1391530004,40.5918470004,10457
-74.13811999970001,40.5920300004,10458
-73.9814780002,40.7199600001,10459
-73.9812989997,40.7201019996,10460
-73.9871619999,40.6893190003,10461
-73.9871619999,40.6893190003,10462
-73.9871619999,40.6893190003,10463
-73.9247370003,40.7029779998,10464
-73.9240869998,40.7033079996,10465
-73.9306709997,40.6039930002,10466
-73.93075999999999,40.6040679998,10467
-73.930027,40.605008000000005,10468
-73.9284660004,40.6060290001,10469
-73.9310629997,40.604383,10470
-73.8426680002,40.8406570002,10471
-73.8426680002,40.8406570002,10472
-73.8426019995,40.8406719997,10473
-73.82494999939999,40.8460519999,10474
-73.8962880003,40.8942459996,10475
-73.89622000029999,40.8937390004,10476
-73.88169,40.844468,10477
-73.881968,40.8441409996,10478
-73.8784499998,40.8765409997,10479
-73.8787249995,40.8768270004,10480
-73.87887399979999,40.876855,10481
-73.9762920002,40.6630189998,10563
-73.9502000002,40.7200999998,10564
-73.96829999970001,40.6509000002,10565
-73.9740000005,40.772900000199996,10566
-73.97089999949999,40.7709999998,10567
-73.9546093603,40.7695056596,10568
-73.9533698898,40.8171570497,10569
-73.9317729695,40.8518310698,10570
-74.10092195,40.590453110300004,10571
-74.1012707105,40.5894883102,10572
-73.97882096010001,40.7450998102,10573
-73.9121369301,40.84779956,10574
-73.9624400005,40.7099000002,10575
-74.0054070703,40.7272836498,10576
-73.91413799989999,40.811544,10577
-73.91413799989999,40.811544,10578
-73.91413799989999,40.811544,10579
-73.91413799989999,40.811544,10580
-73.91413799989999,40.811544,10581
-73.91413799989999,40.811544,10582
-73.9847339995,40.5761109996,10583
-73.9834999997,40.5758500002,10584
-73.9856700003,40.57564,10585
-73.8811000001,40.8176999997,10586
-73.7834769997,40.6783340001,10587
-73.78941999999999,40.6676,10588
-73.7882500006,40.6816100002,10589
-73.7874700001,40.6805300004,10590
-73.78745000010001,40.6796300003,10591
-73.7848199995,40.683010000100005,10592
-73.9065000005,40.863100000100005,10593
-73.9226999995,40.8284999996,10594
-73.7858900005,40.68462,10595
-73.7872199999,40.6849500002,10596
-73.7871099994,40.6781400002,10597
-73.7869500004,40.6766200001,10598
-73.7844399997,40.6793400003,10599
-73.7846799996,40.6807900002,10600
-73.7867800003,40.6726799999,10601
-73.7851700005,40.6731799999,10602
-73.7825399998,40.6760899996,10603
-73.7841200005,40.6748599999,10604
-73.9943000006,40.7014999998,10605
-73.7874399996,40.6750599998,10606
-73.7895499998,40.6745399999,10607
-73.7886099999,40.671400000300004,10608
-73.7889600002,40.6697799996,10609
-74.0071850598,40.715726900300005,10610
-73.8859743595,40.841833540100005,10611
-73.89339766970001,40.8465224499,10612
-73.8921943296,40.8461897602,10613
-73.9129580004,40.8464340002,10614
-74.0035021796,40.7271152698,10615
-73.9966308704,40.71903975,10616
-73.9803740496,40.7450706,10617
-73.9257777196,40.7720331396,10618
-73.97999739939999,40.74559121,10619
-73.9456830002,40.7904010003,10620
-73.9453480003,40.7908620001,10621
-73.9448948197,40.7914806398,10622
-73.9442180495,40.7912824004,10623
-73.9442301105,40.792393620300004,10624
-73.94398813,40.7922967001,10625
-73.9437835294,40.7930087999,10626
-73.94285893989999,40.7942731204,10627
-73.94239654020001,40.7949113799,10628
-73.9403369995,40.7973030002,10629
-73.9402562097,40.79783525,10630
-73.9400349997,40.7977090004,10631
-73.9400362602,40.798139459699996,10632
-73.9372489995,40.8015401826,10633
-73.9372890698,40.8018986103,10634
-73.93672101989999,40.802663440399996,10635
-73.93627000020001,40.8028699996,10636
-73.9361068502,40.8035156697,10637
-73.9361390004,40.8037310004,10638
-73.9635832397,40.7658798298,10639
-73.9818411513,40.7695657418,10640
-73.8785419996,40.8766430003,10482
-73.8762729999,40.876787999899996,10484
-73.8793220005,40.8770009999,10485
-73.87738400010001,40.876099000100005,10486
-73.8787489994,40.8762000003,10487
-73.94405999989999,40.6583100001,10488
-74.0031966998,40.706600199899995,10489
-74.0026015994,40.705101000300004,10490
-74.0022963999,40.704799700100004,10491
-74.00499730060001,40.7070998998,10492
-74.0045012998,40.706501000100005,10493
-74.0061035001,40.7062988002,10494
-74.0093001995,40.7048987998,10495
-74.0089035,40.7047004998,10496
-74.00830080029999,40.7047004998,10497
-74.0073877576,40.7431927759,10498
-74.005064964,40.7425912548,10499
-74.0032571552,40.741839346300004,10500
-74.0076720715,40.7427538286,10501
-74.0062665941,40.7394860202,10502
-74.0066367391,40.7444079933,10503
-74.00426030130001,40.7426075127,10504
-74.0029621124,40.7424774535,10505
-74.0007090572,40.7422986209,10506
-74.007017612,40.743696748699996,10507
-74.0011113879,40.7415548385,10508
-74.00185704270001,40.741900312,10509
-74.003412724,40.7439893758,10510
-74.0054512019,40.740998011500004,10511
-74.006003738,40.7402582786,10512
-74.0052151686,40.743406151799995,10513
-74.00171756729999,40.7427700859,10514
-74.0034019945,40.7409492377,10515
-74.0068030355,40.7432415473,10516
-74.0036487581,40.7434366339,10517
-74.0019750591,40.7402745363,10518
-74.1081850003,40.6177499998,10519
-74.1081850003,40.6177499998,10520
-74.0040446358,40.741846395799996,10521
-74.0080261233,40.743306576100004,10522
-73.9495109998,40.7200789997,10523
-73.9495109998,40.7200789997,10524
-73.9495109998,40.7200789997,10525
-74.0178750004,40.6250039996,10526
-74.0173439996,40.6253129998,10527
-74.01650900029999,40.625880000100004,10528
-74.0157900004,40.6263800004,10529
-74.0167869994,40.6265530003,10530
-73.9605020001,40.715087999699996,10531
-73.9605020001,40.715087999699996,10532
-74.0906419996,40.5683660003,10533
-74.0894899998,40.569364999899996,10534
-74.0885469996,40.5701950001,10535
-74.0872929997,40.571267999999996,10536
-74.0860130002,40.5723130001,10537
-74.0844060005,40.5733379999,10538
-73.9102817297,40.8501730004,10539
-73.8664342596,40.7574456202,10540
-73.9658396999,40.7587770701,10541
-74.0057953595,40.724924889899995,10542
-73.9580621699,40.7651929696,10543
-73.9575170005,40.8118450003,10544
-74.0862098496,40.5954560397,10545
-73.95586492,40.814102829899994,10546
-73.93451006020001,40.8480825502,10547
-73.8028599999,40.7472600001,10548
-73.8027,40.7491399996,10549
-73.8050600003,40.749999999699995,10550
-73.8071899999,40.7501699996,10551
-73.8117000005,40.7476100002,10552
-73.9755000003,40.6915000002,10553
-73.9462000005,40.6897999996,10554
-73.8181499997,40.7475599996,10555
-73.98869199939999,40.7423779996,10556
-73.9883000001,40.7431000004,10557
-73.9879139999,40.7411000003,10558
-73.9873639996,40.7418749996,10559
-73.9869060006,40.7424920001,10560
-73.9889399995,40.7414800003,10561
-73.9761640003,40.663256,10562
-73.9445830001,40.755727,9601
-73.9441310002,40.7553329996,9602
-73.94516599970001,40.755751000100005,9603
-73.94516599970001,40.755751000100005,9604
-73.94516599970001,40.755751000100005,9605
-73.94516599970001,40.755751000100005,9606
-73.94516599970001,40.755751000100005,9607
-73.9456329999,40.7552899997,9608
-73.9456329999,40.7552899997,9609
-73.9476570003,40.755635999999996,9610
-73.9476570003,40.755635999999996,9611
-73.9476570003,40.755635999999996,9612
-73.9809659898,40.7809421798,9613
-74.1026705403,40.57739083,9614
-73.9233322803,40.8082927298,9615
-73.9389231001,40.799658550100006,9616
-73.93860514010001,40.8000957304,9617
-74.0079720002,40.7240649996,9618
-74.1034790005,40.5765409998,9619
-73.9802332999,40.745863290100004,9620
-73.9804763999,40.782285090100004,9621
-73.9364679795,40.802636969699996,9622
-74.0062224901,40.71693937,9623
-73.9699786696,40.7662155104,9624
-73.9019647199,40.8617621802,9625
-73.894553,40.8644370002,9685
-73.9479195796,40.8144473597,9626
-73.9139604204,40.835734440100005,9627
-73.9734089999,40.7921319999,9628
-74.00560968949999,40.7177257502,9629
-73.92149601,40.7710546001,9630
-74.0058149101,40.7178049696,9631
-73.96826,40.8006809996,9632
-73.9836979999,40.7471439998,9633
-73.95995409999999,40.7795609103,9634
-74.0062742597,40.725666,9635
-73.9182580897,40.8256047402,9636
-73.9870521701,40.7394643297,9637
-73.9203542705,40.7707470798,9638
-73.9372792304,40.829002480300005,9639
-73.9219232296,40.8102551998,9640
-74.00655620010001,40.7205677498,9641
-73.9188946797,40.770359889699996,9642
-74.0038110003,40.7530670003,9643
-74.0051260005,40.7157119998,9644
-73.86858881,40.7574846299,9645
-73.9665249699,40.7147073403,9646
-73.9589477795,40.7641165801,9647
-73.9613974296,40.7609463402,9648
-74.0011940701,40.731887170300006,9649
-73.9553164898,40.7075810003,9650
-73.9128369996,40.7690955201,9651
-73.9813326198,40.7415361403,9652
-73.9685338097,40.7109881099,9653
-73.9639780096,40.7562983599,9654
-74.00202234,40.7243379203,9655
-73.9659702496,40.7537510604,9656
-73.9656502295,40.754371220100005,9657
-73.92220947,40.8089096601,9658
-73.8963931604,40.8464767598,9659
-74.00828534,40.6503901703,9660
-74.0067706497,40.7230133798,9661
-73.9801481204,40.7391372396,9662
-73.9797618304,40.7392531703,9663
-73.97946572,40.739646660300004,9664
-73.989008,40.7305779998,9665
-73.9905922004,40.7512243202,9666
-73.98272282970001,40.7449836101,9667
-73.9796929999,40.7397623797,9668
-73.9529662599,40.7454964104,9669
-73.9793265504,40.7398515404,9670
-73.9790788503,40.7406115598,9671
-73.94405999989999,40.6583100001,9672
-73.9472300004,40.6580000003,9673
-73.9472300004,40.6580000003,9674
-73.9471600002,40.6574300004,9675
-73.9471600002,40.6574300004,9676
-73.8244720001,40.8463139999,9677
-73.82223,40.847596000100005,9678
-73.8210710004,40.8481589997,9679
-73.8207499997,40.8483220004,9680
-73.8210499995,40.8492329996,9681
-73.82105500029999,40.8491959997,9682
-73.8217519998,40.8502079999,9683
-73.8217770005,40.8502319998,9684
-73.8951149996,40.8644580004,9686
-73.8946260006,40.8647810001,9687
-73.8942270005,40.8651670001,9688
-73.9684889995,40.6507210004,9689
-73.9684599995,40.65068,9690
-73.96842900060001,40.6507380002,9691
-73.96584300010001,40.6506999996,9692
-73.9651679999,40.6604690002,9693
-73.9651209997,40.6608419997,9694
-73.9652520003,40.6611970004,9695
-73.9639909997,40.6574519997,9696
-73.9639909997,40.6574519997,9697
-73.9639909997,40.6574519997,9698
-73.9636970001,40.6570010004,9699
-73.9636970001,40.6570010004,9700
-73.9636970001,40.6570010004,9701
-73.9636970001,40.6570010004,9702
-73.8598,40.8445900004,9703
-73.8598,40.8445900004,9704
-73.9189329997,40.6850429999,9705
-73.91906999999999,40.6850320002,9706
-73.8359510002,40.8876370002,9707
-73.84013299979999,40.888782999899995,9708
-73.8385210004,40.885284000300004,9709
-73.83497000060001,40.8866219998,9710
-73.89903699999999,40.864729999699996,9711
-73.89903699999999,40.864729999699996,9712
-73.9346979998,40.6740129996,9713
-73.9350530003,40.6740399998,9714
-73.9351660002,40.6738010002,9715
-73.9346299998,40.6734299998,9716
-73.9347170004,40.6738660003,9717
-73.9347849998,40.6738050002,9718
-73.9351090003,40.673781,9719
-73.93501399979999,40.6737549999,9720
-73.9348670005,40.6737269999,9721
-73.9349349997,40.6736949998,9722
-73.91413799989999,40.811544,9723
-73.9814660002,40.7197890004,9724
-73.9814379995,40.7200050002,9725
-73.9393569996,40.8126809996,9726
-73.9393569996,40.8126809996,9727
-73.9393569996,40.8126809996,9728
-73.9731930998,40.6934417997,9753
-73.9393569996,40.8126809996,9729
-73.9393569996,40.8126809996,9730
-73.9393569996,40.8126809996,9731
-73.9393569996,40.8126809996,9732
-73.8709810001,40.7331420001,9733
-73.8711279995,40.7331859996,9734
-73.9612649994,40.7420940004,9735
-73.9612560003,40.7419939997,9736
-73.9795471995,40.6950089997,9737
-73.9799092005,40.6946230002,9738
-73.9798132001,40.694137,9739
-73.9794162005,40.694540000100005,9740
-73.9751802004,40.6946260001,9741
-73.9754162001,40.694892000100005,9742
-73.9750242003,40.6948679999,9743
-73.9750541995,40.6943939999,9744
-73.97533620029999,40.6945570003,9745
-73.9739232,40.6933919998,9746
-73.9746142004,40.6943819998,9747
-73.9773511998,40.6937239998,9748
-73.97779619949999,40.6937400004,9749
-73.9772460001,40.6936799998,9750
-73.9769811999,40.6935090001,9751
-73.9766352003,40.6934930003,9752
-73.9789346196,40.741225030100004,9758
-73.9853807405,40.7423220602,9759
-73.90745354010001,40.753139169899995,9760
-73.9732760697,40.7550883997,9761
-73.9776944904,40.7420686204,9762
-73.9966041004,40.7378864504,9763
-73.9176573999,40.8068195404,9764
-74.0052322595,40.72780341,9765
-73.9982028298,40.7606599902,9766
-73.9786294005,40.7772412099,9767
-73.92938959979999,40.85487571,9768
-73.9667880603,40.8051138099,9769
-73.9099166103,40.816188210199996,9770
-73.90009406029999,40.7539103902,9771
-74.0056712102,40.738277779899995,9772
-73.97002379050001,40.7896217796,9773
-73.9933676899,40.7623362896,9774
-73.99359260050001,40.7415020499,9775
-73.90824221,40.8159977098,9776
-73.9691552496,40.7904444801,9777
-74.0067720398,40.7150274198,9778
-73.9866335805,40.7566381504,9779
-74.0065116999,40.7142086503,9780
-73.91293263,40.8047055204,9781
-73.9681766197,40.7917942101,9782
-73.9089914094,40.8131283198,9783
-73.9568263802,40.6740388697,9784
-73.89363900000001,40.7545069998,9785
-73.9993813799,40.7391558001,9786
-73.96700524010001,40.7934020896,9787
-73.96964431020001,40.7895411998,9788
-73.9389323497,40.6989557598,9789
-73.93844701,40.698876230100005,9790
-73.881778,40.7558349998,9791
-73.97046999999999,40.756576999800004,9792
-74.0043634198,40.7421248497,9793
-73.9140299405,40.8236462899,9794
-73.9701160001,40.7524759996,9795
-73.8247189998,40.7010399999,9796
-73.9413330002,40.8468890004,9797
-73.9417219999,40.846472000300004,9798
-73.9413470005,40.8462000002,9799
-73.9399809995,40.8464440001,9800
-73.94088300050001,40.8466859996,9801
-73.93540000029999,40.7930999996,9802
-73.9252000003,40.7770000003,9803
-73.8466000001,40.7220999997,9804
-74.1062999997,40.6173000001,9805
-73.9408600002,40.8465619999,9806
-73.94070600020001,40.8463830002,9807
-73.942178,40.8247779998,9808
-73.9424640006,40.8241309998,9809
-73.9424640006,40.8241309998,9810
-73.9424640006,40.8241309998,9811
-73.9424640006,40.8241309998,9812
-74.0666999999,40.5889999997,9813
-74.00280000020001,40.714799999899995,9814
-73.9817,40.7265000001,9815
-73.84430000020001,40.743199999699996,9816
-74.0044441302,40.7424185497,9817
-73.96311538970001,40.798716749899995,9818
-73.8505691605,40.6941403398,9819
-73.9682764104,40.7550150197,9820
-73.9645951896,40.7558117399,9821
-73.96418188060001,40.7562636,9822
-74.0199599995,40.6903899996,9823
-74.0193399996,40.690130000399996,9824
-74.0195700005,40.690709999999996,9825
-74.0191500002,40.6902599996,9826
-74.0182600001,40.6891900004,9827
-74.0180500002,40.689330000300004,9828
-74.0181199997,40.6885499998,9829
-73.9734072903,40.7846120502,9754
-73.9785609996,40.7408939996,9755
-74.0038769902,40.7329085604,9756
-74.00648828050001,40.720983490100004,9757
-74.01804000060001,40.688159999999996,9830
-73.9170781326,40.8173798278,9831
-73.9167909599,40.8180165496,9832
-73.9106901254,40.8225187913,9833
-73.9094274804,40.8223379197,9834
-73.9265896208,40.8120789372,9835
-73.9262436244,40.8125574777,9836
-73.98872869979999,40.6894082198,9837
-73.9910140005,40.6861770004,9838
-73.9915810402,40.6847989501,9839
-73.9921844995,40.6843037398,9840
-73.9927725399,40.6834360701,9841
-73.9424640006,40.8241309998,9842
-73.9424640006,40.8241309998,9843
-73.8853599996,40.7188120002,9844
-73.87780599989999,40.7202309996,9845
-73.8773369995,40.720598000100004,9846
-73.8779350001,40.7210259999,9847
-73.885335,40.71921,9848
-73.9871619999,40.6893190003,9849
-73.9838490003,40.6946929996,9850
-73.9838490003,40.6946929996,9851
-73.98332799970001,40.693721000100005,9852
-73.98332799970001,40.693721000100005,9853
-73.9857879998,40.693350000100004,9854
-73.9857879998,40.693350000100004,9855
-73.9785409997,40.6863709996,9856
-73.9785409997,40.6863709996,9857
-73.9830250002,40.6927230002,9858
-73.98393100050001,40.6904060003,9859
-73.98393100050001,40.6904060003,9860
-73.9825870003,40.692086999699995,9861
-73.9825870003,40.692086999699995,9862
-73.98248800020001,40.6918900002,9863
-73.988519,40.6936250001,9864
-73.9883469996,40.6936359997,9865
-73.9883469996,40.6936359997,9866
-73.9883469996,40.6936359997,9867
-73.9883469996,40.6936359997,9868
-73.9883469996,40.6936359997,9869
-73.9883469996,40.6936359997,9870
-73.9867065005,40.6940105,9871
-73.9867065005,40.6940105,9872
-73.9867065005,40.6940105,9873
-73.9867065005,40.6940105,9874
-73.9867065005,40.6940105,9875
-73.98215800050001,40.689941999999995,9876
-73.98215800050001,40.689941999999995,9877
-73.98813099979999,40.6917379998,9878
-73.98813099979999,40.6917379998,9879
-73.9874190001,40.6933479999,9880
-73.987117,40.692417,9881
-73.987117,40.692417,9882
-73.987117,40.692417,9883
-73.9883039999,40.6921780001,9884
-73.988433,40.6920229997,9885
-73.9883110001,40.6919760004,9886
-73.98866900029999,40.6921739996,9887
-73.9883039999,40.6921780001,9888
-73.9844349999,40.6903640003,9889
-73.9844349999,40.6903640003,9890
-73.9896349995,40.6908829998,9891
-73.9896349995,40.6908829998,9892
-73.9919950004,40.6899850001,9893
-73.9919439997,40.689906,9894
-73.99346712970001,40.6824098696,9895
-73.95545318960001,40.7369134897,9896
-73.955096,40.7346839996,9897
-73.9545809998,40.732734999899996,9898
-73.9919999997,40.6899969998,9899
-73.9918970001,40.6900219999,9900
-73.9839699996,40.6955779998,9901
-73.9881169997,40.6899240002,9902
-73.9881169997,40.6899240002,9903
-73.9871619999,40.6893190003,9904
-73.9878459996,40.690296000000004,9905
-73.9871619999,40.6893190003,9906
-73.9496710001,40.722328000000005,9907
-73.9476270003,40.7201109997,9908
-73.9468529999,40.719510999899995,9909
-73.9437320696,40.711078900100006,9910
-73.9678485166,40.7959199908,9911
-73.786366589,40.8476919036,9912
-73.8995244212,40.6422084532,9913
-73.9554283575,40.5869999561,9914
-73.867942,40.9004399098,9915
-74.0103512916,40.6752551911,9916
-73.9485661367,40.6753708519,9917
-73.7148377572,40.7451505182,9918
-73.8783843503,40.874379814,9919
-73.7840400286,40.593146783,9920
-73.9396745829,40.834515209,9921
-73.92396467,40.5913570544,9922
-73.9506902935,40.7260506623,9923
-73.8830446904,40.8446740907,9924
-73.92436634020001,40.8115962129,9925
-73.75379667119999,40.7070105556,9926
-73.95134169399999,40.7706525435,9927
-73.8614464594,40.6945465785,9928
-73.9693817047,40.7621860177,9929
-73.9804076673,40.7273073125,9930
-73.9287188126,40.7723828899,9931
-73.915132416,40.6848100477,9932
-73.8286579311,40.8705019246,9933
-74.2441067083,40.5095311239,9934
-73.9480324189,40.8256723738,9935
-73.9079833715,40.8803222773,9936
-73.7390438189,40.7198855543,9937
-73.9535307443,40.802979881999995,9938
-73.85835521770001,40.833736297399994,9939
-73.8207190696,40.7259184856,9940
-73.9518056716,40.785959798600004,9941
-73.9912208178,40.7649346184,9942
-74.0778460903,40.626237609899995,9943
-73.7382294408,40.768225432,9944
-73.9816985108,40.7518915617,9945
-74.1311046151,40.637585615999996,9946
-73.8740334898,40.6727060872,9947
-73.9442238947,40.7552001994,9948
-73.9122106175,40.6974822489,9949
-74.0629804652,40.5958181468,9950
-73.9605993696,40.5952368631,9951
-74.01186966819999,40.6292120977,9952
-73.9442436779,40.7470624208,9953
-73.9476200285,40.6357412846,9954
-73.84601327840001,40.786249136,9955
-73.84301499680001,40.7221469532,9956
-74.0766457652,40.6417853679,9957
-73.82788990729999,40.8442926727,9958
-73.8939224115,40.8827597562,9959
-73.9175826513,40.8265919268,9960
-73.8098334843,40.7637503163,9961
-73.9283986674,40.694816700000004,9962
-73.941124923,40.5948615151,9963
-73.7399110132,40.6599636231,9964
-73.8860705368,40.6651593697,9965
-73.9017889765,40.8312637226,9966
-73.8616559293,40.7374341379,9967
-74.0033765451,40.60800935,9968
-73.86288995609999,40.818709352199996,9969
-73.8641435801,40.8548777848,9970
-73.9303739197,40.6486367052,9971
-73.8850693247,40.7501960856,9972
-73.9959597161,40.7445100483,9973
-73.864502826,40.727316560300004,9974
-74.0119885202,40.616308137,9975
-73.9980190603,40.683213515300004,9976
-73.796343186,40.773752108800004,9977
-73.86820029569999,40.757711898800004,9978
-73.8107165591,40.7885314443,9979
-73.88590904760001,40.6532640727,9980
-73.81945312010001,40.7100345578,9981
-73.8983402556,40.8460423249,9982
-73.9877837339,40.7289209029,9983
-73.93386591310001,40.8478700412,9984
-73.9767572777,40.6487169711,9985
-73.9777326329,40.694489698299996,9986
-73.9603144928,40.625893307199995,9987
-73.9845468452,40.7735069912,9988
-73.887239509,40.680687107,9989
-73.7396425691,40.6947772916,9990
-73.9718084463,40.59054439,9991
-73.8269158096,40.7711255247,9992
-73.82888468510001,40.7577740683,9993
-73.75568167109999,40.7344862637,9994
-73.9726324717,40.756857177600004,9995
-73.8098798843,40.733034241599995,9996
-73.9146700146,40.8862733773,9997
-73.7456735613,40.676952728,9998
-73.84662165510001,40.8411050877,10009
-73.9258533096,40.8657295413,10010
-73.9890077838,40.6388851668,10011
-73.9216691603,40.740808781700004,10012
-73.8931045649,40.7269953701,10013
-73.9570639052,40.8137734314,10014
-73.9844546501,40.7742029054,10015
-73.941197673,40.8148204092,10016
-73.87386663,40.7624221297,10017
-73.7170989707,40.735156990300005,10018
-73.9086034329,40.6715266559,10019
-73.9481022991,40.6611893077,10020
-73.9336508496,40.6684865101,10021
-73.777008814,40.7825312039,10022
-73.9595499458,40.7649150063,10023
-73.9564040689,40.7736058206,10024
-73.8160616201,40.5858394078,10025
-74.193236856,40.534058299899996,10026
-73.9886820957,40.5926531297,10027
-73.7623041123,40.7201684296,10028
-73.9332132562,40.6197681963,10029
-73.9745947088,40.6356942225,10030
-74.1485024503,40.609577499400004,10031
-73.7318266816,40.7592451348,10032
-73.7916786111,40.6803113116,10033
-73.8757971089,40.7025766648,10034
-73.9575546134,40.7069304247,10035
-73.9531058487,40.6102566673,10036
-73.8248296985,40.686907288200004,10037
-73.9834274329,40.668216693299996,10038
-73.8750206002,40.8299928753,10039
-73.9364719875,40.760643117600004,10040
-73.9097937387,40.745341713,10041
-73.7819089166,40.7292529463,10042
-73.9396184214,40.7045590639,10043
-73.9046288601,40.8206415647,10044
-73.951283498,40.6916230873,9999
-73.7822740472,40.7415435746,10000
-73.9667748762,40.576107746999995,10001
-73.7843029637,40.7575456796,10002
-73.8408371279,40.8888948958,10003
-74.0295383519,40.6336257134,10004
-73.9913479881,40.6956825552,10005
-73.97745211590001,40.7848346367,10006
-73.9094170178,40.7768170122,10007
-73.861976844,40.7508940804,10008
-73.8417968638,40.6638044606,10045
-73.9830630999,40.7481246964,10046
-73.95016588979999,40.7612533724,10047
-73.85018145789999,40.8266092254,10048
-73.8190936365,40.8229035714,10049
-73.77059021609999,40.6728752044,10050
-73.902572375,40.7051723129,10051
-73.75209189270001,40.604772113,10052
-73.9479357128,40.713644888000005,10053
-73.7902273917,40.695540146599996,10054
-73.97604048939999,40.6159160785,10055
-74.0313694054,40.6163731106,10056
-73.8200526582,40.6007321052,10057
-74.13853387649999,40.5665301462,10058
